,llama_s_val,olmo_s_val,stable_s_val,llama_confidence,olmo_confidence,stable_confidence,lowest_s_val_model,lowest_s_val_model_answer,highest_confidence_model,highest_confidence_model_answer,is_base_model_correct
0,0.437823474407196,0.4148988723754883,0.2689414024353027,0.76,0.86,0.96,stable,True,stable,True,False
1,0.5,0.4455295205116272,0.2450850009918213,0.65,0.8200000000000001,0.97,stable,True,stable,True,True
2,0.468790590763092,0.3629692196846008,0.2689414024353027,0.71,0.92,0.96,stable,True,stable,True,True
3,0.437823474407196,0.3415824770927429,0.377540647983551,0.76,0.95,0.89,olmo,True,olmo,True,True
4,0.3923367857933044,0.3276683092117309,0.468790590763092,0.86,0.96,0.8200000000000001,olmo,False,olmo,False,True
5,0.2942149639129638,0.4532618522644043,0.2227001190185547,0.98,0.79,0.98,stable,False,llama,False,False
6,0.437823474407196,0.2309197783470153,0.377540647983551,0.76,0.99,0.89,olmo,False,olmo,False,False
7,0.4532618522644043,0.4532618522644043,0.2942149639129638,0.71,0.79,0.9299999999999999,stable,True,stable,True,True
8,0.3073580265045166,0.3557749390602112,0.3486450910568237,0.98,0.9299999999999999,0.91,llama,False,llama,False,False
9,0.2942149639129638,0.3208212852478027,0.437823474407196,0.98,0.97,0.84,llama,False,llama,False,False
10,0.4073333740234375,0.4263215661048889,0.1919327974319458,0.83,0.85,0.98,stable,True,stable,True,True
11,0.377540647983551,0.2568320631980896,0.3073580265045166,0.89,0.99,0.9299999999999999,olmo,False,olmo,False,False
12,0.4073333740234375,0.4225046634674072,0.2942149639129638,0.83,0.85,0.9299999999999999,stable,True,stable,True,True
13,0.468790590763092,0.3380771279335022,0.4073333740234375,0.71,0.95,0.87,olmo,False,olmo,False,True
14,0.4073333740234375,0.3702253699302673,0.3486450910568237,0.83,0.92,0.91,stable,True,olmo,True,True
15,0.5,0.4225046634674072,0.2018132209777832,0.65,0.85,0.98,stable,True,stable,True,True
16,0.334589421749115,0.2942149639129638,0.4073333740234375,0.96,0.98,0.87,olmo,False,olmo,False,False
17,0.3629692196846008,0.4301473498344421,0.2450850009918213,0.89,0.84,0.97,stable,True,stable,True,True
18,0.2814056277275085,0.4843800663948059,0.3208212852478027,0.99,0.75,0.9299999999999999,llama,False,llama,False,True
19,0.2814056277275085,0.3998116850852966,0.3486450910568237,0.99,0.89,0.91,llama,False,llama,False,True
20,0.4225046634674072,0.4726834893226623,0.2120687961578369,0.76,0.76,0.98,stable,True,stable,True,True
21,0.3073580265045166,0.2877678275108337,0.3486450910568237,0.98,0.98,0.91,olmo,False,llama,False,False
22,0.4225046634674072,0.4111108779907226,0.2337063550949096,0.76,0.87,0.98,stable,True,stable,True,True
23,0.377540647983551,0.4843800663948059,0.3486450910568237,0.89,0.75,0.91,stable,True,stable,True,True
24,0.3557749390602112,0.468790590763092,0.3486450910568237,0.9299999999999999,0.78,0.91,stable,True,llama,False,False
25,0.4073333740234375,0.3174262642860412,0.2942149639129638,0.83,0.97,0.9299999999999999,stable,True,olmo,False,True
26,0.4225046634674072,0.468790590763092,0.377540647983551,0.76,0.78,0.89,stable,True,stable,True,True
27,0.4073333740234375,0.468790590763092,0.2689414024353027,0.83,0.78,0.96,stable,True,stable,True,True
28,0.3073580265045166,0.3849121332168579,0.3208212852478027,0.98,0.91,0.9299999999999999,llama,False,llama,False,True
29,0.4073333740234375,0.4843800663948059,0.4073333740234375,0.83,0.75,0.87,llama,False,stable,True,True
30,0.4225046634674072,0.4225046634674072,0.2689414024353027,0.76,0.85,0.96,stable,True,stable,True,True
31,0.4225046634674072,0.4493926167488098,0.2942149639129638,0.76,0.81,0.9299999999999999,stable,True,stable,True,False
32,0.3557749390602112,0.377540647983551,0.3208212852478027,0.9299999999999999,0.92,0.9299999999999999,stable,True,llama,False,False
33,0.2942149639129638,0.4532618522644043,0.3208212852478027,0.98,0.79,0.9299999999999999,llama,False,llama,False,True
34,0.377540647983551,0.4921881556510925,0.1824255585670471,0.89,0.73,0.98,stable,True,stable,True,True
35,0.437823474407196,0.5,0.3486450910568237,0.76,0.71,0.91,stable,True,stable,True,False
36,0.437823474407196,0.468790590763092,0.2227001190185547,0.76,0.78,0.98,stable,True,stable,True,True
37,0.4225046634674072,0.437823474407196,0.1645164489746093,0.76,0.83,0.99,stable,True,stable,True,True
38,0.3629692196846008,0.4921881556510925,0.3486450910568237,0.89,0.73,0.91,stable,True,stable,True,True
39,0.3486450910568237,0.4416729807853699,0.2450850009918213,0.95,0.8200000000000001,0.97,stable,True,stable,True,False
40,0.3629692196846008,0.3007456064224243,0.3208212852478027,0.89,0.98,0.9299999999999999,olmo,True,olmo,True,False
41,0.4073333740234375,0.3073580265045166,0.3073580265045166,0.83,0.98,0.9299999999999999,olmo,False,olmo,False,False
42,0.2942149639129638,0.468790590763092,0.2227001190185547,0.98,0.78,0.98,stable,False,llama,False,False
43,0.2942149639129638,0.437823474407196,0.2942149639129638,0.98,0.83,0.9299999999999999,llama,False,llama,False,True
44,0.3486450910568237,0.4649015665054321,0.3486450910568237,0.95,0.78,0.91,llama,False,llama,False,False
45,0.3073580265045166,0.4301473498344421,0.2942149639129638,0.98,0.84,0.9299999999999999,stable,True,llama,False,True
46,0.2450850009918213,0.2720245718955993,0.4073333740234375,0.99,0.99,0.87,llama,False,llama,False,False
47,0.437823474407196,0.3106943964958191,0.2227001190185547,0.76,0.97,0.98,stable,True,stable,True,True
48,0.4225046634674072,0.4225046634674072,0.377540647983551,0.76,0.85,0.89,stable,True,stable,True,True
49,0.437823474407196,0.3684056997299194,0.2227001190185547,0.76,0.92,0.98,stable,True,stable,True,True
50,0.4843800663948059,0.1955940723419189,0.3486450910568237,0.6799999999999999,0.99,0.91,olmo,False,olmo,False,False
51,0.437823474407196,0.4532618522644043,0.377540647983551,0.76,0.79,0.89,stable,True,stable,True,True
52,0.4225046634674072,0.4493926167488098,0.2568320631980896,0.76,0.81,0.96,stable,True,stable,True,True
53,0.3208212852478027,0.4610167741775512,0.2689414024353027,0.98,0.78,0.96,stable,True,llama,False,True
54,0.3486450910568237,0.3960682153701782,0.4073333740234375,0.95,0.9,0.87,llama,False,llama,False,False
55,0.4073333740234375,0.4843800663948059,0.2689414024353027,0.83,0.75,0.96,stable,True,stable,True,False
56,0.437823474407196,0.4610167741775512,0.4073333740234375,0.76,0.78,0.87,stable,True,stable,True,True
57,0.4225046634674072,0.334589421749115,0.4073333740234375,0.76,0.95,0.87,olmo,True,olmo,True,False
58,0.3486450910568237,0.3140504956245422,0.3208212852478027,0.95,0.97,0.9299999999999999,olmo,False,olmo,False,True
59,0.3923367857933044,0.4610167741775512,0.377540647983551,0.86,0.78,0.89,stable,True,stable,True,True
60,0.4073333740234375,0.4416729807853699,0.2450850009918213,0.83,0.8200000000000001,0.97,stable,True,stable,True,True
61,0.468790590763092,0.4301473498344421,0.3486450910568237,0.71,0.84,0.91,stable,True,stable,True,True
62,0.334589421749115,0.2509127855300903,0.3208212852478027,0.96,0.99,0.9299999999999999,olmo,False,olmo,False,False
63,0.2568320631980896,0.1895211338996887,0.2814056277275085,0.99,0.99,0.95,olmo,False,llama,False,False
64,0.4532618522644043,0.4455295205116272,0.2227001190185547,0.71,0.8200000000000001,0.98,stable,True,stable,True,True
65,0.4843800663948059,0.2751296758651733,0.4073333740234375,0.6799999999999999,0.99,0.87,olmo,False,olmo,False,False
66,0.4532618522644043,0.4455295205116272,0.3208212852478027,0.71,0.8200000000000001,0.9299999999999999,stable,True,stable,True,True
67,0.4225046634674072,0.4148988723754883,0.377540647983551,0.76,0.86,0.89,stable,True,stable,True,False
68,0.3208212852478027,0.3923367857933044,0.2689414024353027,0.98,0.9,0.96,stable,True,llama,False,True
69,0.334589421749115,0.2200071215629577,0.468790590763092,0.96,0.99,0.8200000000000001,olmo,False,olmo,False,False
70,0.4532618522644043,0.4960938096046448,0.2450850009918213,0.71,0.73,0.97,stable,True,stable,True,True
71,0.3923367857933044,0.3960682153701782,0.468790590763092,0.86,0.9,0.8200000000000001,llama,False,olmo,True,True
72,0.3923367857933044,0.3557749390602112,0.377540647983551,0.86,0.9299999999999999,0.89,olmo,False,olmo,False,False
73,0.4532618522644043,0.3998116850852966,0.2689414024353027,0.71,0.89,0.96,stable,True,stable,True,True
74,0.468790590763092,0.3415824770927429,0.437823474407196,0.71,0.95,0.84,olmo,False,olmo,False,True
75,0.3923367857933044,0.4148988723754883,0.1824255585670471,0.86,0.86,0.98,stable,True,stable,True,True
76,0.3629692196846008,0.4610167741775512,0.3208212852478027,0.89,0.78,0.9299999999999999,stable,True,stable,True,False
77,0.2337063550949096,0.437823474407196,0.3208212852478027,0.99,0.83,0.9299999999999999,llama,False,llama,False,False
78,0.2942149639129638,0.2568320631980896,0.3486450910568237,0.98,0.99,0.91,olmo,False,olmo,False,False
79,0.3208212852478027,0.3849121332168579,0.437823474407196,0.98,0.91,0.84,llama,False,llama,False,False
80,0.3629692196846008,0.4921881556510925,0.377540647983551,0.89,0.73,0.89,llama,False,llama,False,True
81,0.437823474407196,0.4532618522644043,0.2227001190185547,0.76,0.79,0.98,stable,True,stable,True,True
82,0.4532618522644043,0.4455295205116272,0.2689414024353027,0.71,0.8200000000000001,0.96,stable,True,stable,True,True
83,0.4843800663948059,0.4649015665054321,0.2450850009918213,0.6799999999999999,0.78,0.97,stable,True,stable,True,True
84,0.2942149639129638,0.4532618522644043,0.437823474407196,0.98,0.79,0.84,llama,False,llama,False,False
85,0.3415824770927429,0.4610167741775512,0.377540647983551,0.95,0.78,0.89,llama,False,llama,False,False
86,0.4073333740234375,0.3702253699302673,0.2018132209777832,0.83,0.92,0.98,stable,True,stable,True,False
87,0.3629692196846008,0.4610167741775512,0.3486450910568237,0.89,0.78,0.91,stable,True,stable,True,True
88,0.4225046634674072,0.4532618522644043,0.3629692196846008,0.76,0.79,0.89,stable,True,stable,True,True
89,0.4843800663948059,0.4843800663948059,0.3208212852478027,0.6799999999999999,0.75,0.9299999999999999,stable,True,stable,True,True
90,0.3923367857933044,0.3486450910568237,0.2942149639129638,0.86,0.94,0.9299999999999999,stable,True,olmo,False,True
91,0.377540647983551,0.4610167741775512,0.2018132209777832,0.89,0.78,0.98,stable,True,stable,True,True
92,0.334589421749115,0.3998116850852966,0.3486450910568237,0.96,0.89,0.91,llama,False,llama,False,True
93,0.437823474407196,0.3380771279335022,0.2942149639129638,0.76,0.95,0.9299999999999999,stable,True,olmo,False,True
94,0.3702253699302673,0.468790590763092,0.2450850009918213,0.89,0.78,0.97,stable,True,stable,True,False
95,0.4843800663948059,0.4148988723754883,0.468790590763092,0.6799999999999999,0.86,0.8200000000000001,olmo,False,olmo,False,False
96,0.3923367857933044,0.4073333740234375,0.3486450910568237,0.86,0.89,0.91,stable,True,stable,True,True
97,0.3629692196846008,0.468790590763092,0.2689414024353027,0.89,0.78,0.96,stable,True,stable,True,True
98,0.3629692196846008,0.4148988723754883,0.3486450910568237,0.89,0.86,0.91,stable,True,stable,True,True
99,0.3923367857933044,0.4339814782142639,0.2227001190185547,0.86,0.83,0.98,stable,True,stable,True,True
100,0.4532618522644043,0.3812195658683777,0.2450850009918213,0.71,0.91,0.97,stable,True,stable,True,True
101,0.3923367857933044,0.3208212852478027,0.2227001190185547,0.86,0.97,0.98,stable,True,stable,True,True
102,0.4225046634674072,0.4225046634674072,0.5,0.76,0.85,0.76,llama,True,olmo,True,False
103,0.4843800663948059,0.4571366906166076,0.2689414024353027,0.6799999999999999,0.79,0.96,stable,True,stable,True,True
104,0.3140504956245422,0.4610167741775512,0.2942149639129638,0.98,0.78,0.9299999999999999,stable,True,llama,False,True
105,0.468790590763092,0.4960938096046448,0.2689414024353027,0.71,0.73,0.96,stable,True,stable,True,True
106,0.4843800663948059,0.3073580265045166,0.2018132209777832,0.6799999999999999,0.98,0.98,stable,True,olmo,False,True
107,0.3073580265045166,0.4225046634674072,0.2450850009918213,0.98,0.85,0.97,stable,True,llama,False,False
108,0.2814056277275085,0.3812195658683777,0.468790590763092,0.99,0.91,0.8200000000000001,llama,False,llama,False,False
109,0.3486450910568237,0.2146914601325988,0.4073333740234375,0.95,0.99,0.87,olmo,False,olmo,False,True
110,0.3923367857933044,0.3276683092117309,0.377540647983551,0.86,0.96,0.89,olmo,False,olmo,False,False
111,0.4225046634674072,0.4225046634674072,0.2689414024353027,0.76,0.85,0.96,stable,True,stable,True,True
112,0.377540647983551,0.4301473498344421,0.3486450910568237,0.89,0.84,0.91,stable,True,stable,True,True
113,0.3073580265045166,0.3923367857933044,0.2450850009918213,0.98,0.9,0.97,stable,True,llama,False,False
114,0.4073333740234375,0.4148988723754883,0.3208212852478027,0.83,0.86,0.9299999999999999,stable,True,stable,True,True
115,0.3629692196846008,0.4921881556510925,0.437823474407196,0.89,0.73,0.84,llama,False,llama,False,False
116,0.103748619556427,0.4073333740234375,0.334589421749115,0.99,0.89,0.92,llama,False,llama,False,False
117,0.3073580265045166,0.4301473498344421,0.377540647983551,0.98,0.84,0.89,llama,False,llama,False,False
118,0.468790590763092,0.4532618522644043,0.2120687961578369,0.71,0.79,0.98,stable,True,stable,True,True
119,0.4843800663948059,0.4532618522644043,0.2018132209777832,0.6799999999999999,0.79,0.98,stable,True,stable,True,True
120,0.3629692196846008,0.3276683092117309,0.437823474407196,0.89,0.96,0.84,olmo,False,olmo,False,False
121,0.3073580265045166,0.4148988723754883,0.437823474407196,0.98,0.86,0.84,llama,False,llama,False,False
122,0.2393493056297302,0.4882833957672119,0.3208212852478027,0.99,0.74,0.9299999999999999,llama,False,llama,False,False
123,0.468790590763092,0.2450850009918213,0.3486450910568237,0.71,0.99,0.91,olmo,False,olmo,False,True
124,0.3208212852478027,0.468790590763092,0.4073333740234375,0.98,0.78,0.87,llama,False,llama,False,True
125,0.3486450910568237,0.4455295205116272,0.3486450910568237,0.95,0.8200000000000001,0.91,llama,False,llama,False,False
126,0.468790590763092,0.4843800663948059,0.2689414024353027,0.71,0.75,0.96,stable,True,stable,True,True
127,0.334589421749115,0.184767484664917,0.3208212852478027,0.96,0.99,0.9299999999999999,olmo,False,olmo,False,False
128,0.3629692196846008,0.2568320631980896,0.2689414024353027,0.89,0.99,0.96,olmo,False,olmo,False,False
129,0.377540647983551,0.3849121332168579,0.2227001190185547,0.89,0.91,0.98,stable,True,stable,True,True
130,0.377540647983551,0.4960938096046448,0.3486450910568237,0.89,0.73,0.91,stable,True,stable,True,True
131,0.334589421749115,0.3923367857933044,0.4073333740234375,0.96,0.9,0.87,llama,False,llama,False,True
132,0.377540647983551,0.3886180520057678,0.3208212852478027,0.89,0.9,0.9299999999999999,stable,True,stable,True,True
133,0.3208212852478027,0.3007456064224243,0.468790590763092,0.98,0.98,0.8200000000000001,olmo,False,llama,False,False
134,0.468790590763092,0.3812195658683777,0.2942149639129638,0.71,0.91,0.9299999999999999,stable,True,stable,True,False
135,0.3486450910568237,0.4804786443710327,0.1645164489746093,0.95,0.75,0.99,stable,False,stable,False,False
136,0.4225046634674072,0.3486450910568237,0.4073333740234375,0.76,0.94,0.87,olmo,False,olmo,False,True
137,0.4532618522644043,0.4301473498344421,0.3486450910568237,0.71,0.84,0.91,stable,True,stable,True,True
138,0.4073333740234375,0.4765796065330505,0.1732882261276245,0.83,0.76,0.99,stable,True,stable,True,True
139,0.3923367857933044,0.3998116850852966,0.437823474407196,0.86,0.89,0.84,llama,False,olmo,True,False
140,0.4532618522644043,0.4921881556510925,0.2120687961578369,0.71,0.73,0.98,stable,True,stable,True,True
141,0.3007456064224243,0.3486450910568237,0.334589421749115,0.98,0.94,0.92,llama,False,llama,False,False
142,0.4843800663948059,0.3923367857933044,0.1824255585670471,0.6799999999999999,0.9,0.98,stable,True,stable,True,True
143,0.3208212852478027,0.1460872888565063,0.377540647983551,0.98,0.99,0.89,olmo,False,olmo,False,False
144,0.3998116850852966,0.3276683092117309,0.377540647983551,0.83,0.96,0.89,olmo,True,olmo,True,True
145,0.3140504956245422,0.4225046634674072,0.2942149639129638,0.98,0.85,0.9299999999999999,stable,True,llama,False,True
146,0.437823474407196,0.403566837310791,0.3208212852478027,0.76,0.89,0.9299999999999999,stable,True,stable,True,True
147,0.4843800663948059,0.2814056277275085,0.2018132209777832,0.6799999999999999,0.98,0.98,stable,True,olmo,False,False
148,0.437823474407196,0.4921881556510925,0.3486450910568237,0.76,0.73,0.91,stable,True,stable,True,True
149,0.2814056277275085,0.4765796065330505,0.437823474407196,0.99,0.76,0.84,llama,False,llama,False,False
150,0.2337063550949096,0.2538610100746155,0.468790590763092,0.99,0.99,0.8200000000000001,llama,False,llama,False,False
151,0.468790590763092,0.4843800663948059,0.3208212852478027,0.71,0.75,0.9299999999999999,stable,True,stable,True,True
152,0.3923367857933044,0.3629692196846008,0.2450850009918213,0.86,0.92,0.97,stable,True,stable,True,True
153,0.2814056277275085,0.2689414024353027,0.2942149639129638,0.99,0.99,0.9299999999999999,olmo,False,llama,False,False
154,0.334589421749115,0.4073333740234375,0.2942149639129638,0.96,0.89,0.9299999999999999,stable,True,llama,False,False
155,0.377540647983551,0.4960938096046448,0.2018132209777832,0.89,0.73,0.98,stable,True,stable,True,True
156,0.3208212852478027,0.4455295205116272,0.437823474407196,0.98,0.8200000000000001,0.84,llama,False,llama,False,False
157,0.4225046634674072,0.3276683092117309,0.377540647983551,0.76,0.96,0.89,olmo,False,olmo,False,False
158,0.3557749390602112,0.4455295205116272,0.1919327974319458,0.9299999999999999,0.8200000000000001,0.98,stable,True,stable,True,False
159,0.4843800663948059,0.2227001190185547,0.1127954125404357,0.6799999999999999,0.99,0.99,stable,False,olmo,False,False
160,0.3629692196846008,0.4532618522644043,0.2689414024353027,0.89,0.79,0.96,stable,True,stable,True,False
161,0.3923367857933044,0.4804786443710327,0.2450850009918213,0.86,0.75,0.97,stable,True,stable,True,True
162,0.3629692196846008,0.437823474407196,0.2450850009918213,0.89,0.83,0.97,stable,True,stable,True,True
163,0.5,0.3998116850852966,0.2450850009918213,0.65,0.89,0.97,stable,True,stable,True,True
164,0.4532618522644043,0.4921881556510925,0.2018132209777832,0.71,0.73,0.98,stable,True,stable,True,True
165,0.3923367857933044,0.4921881556510925,0.5,0.86,0.73,0.76,llama,False,llama,False,False
166,0.3486450910568237,0.3140504956245422,0.3486450910568237,0.95,0.97,0.91,olmo,False,olmo,False,False
167,0.4843800663948059,0.4073333740234375,0.2689414024353027,0.6799999999999999,0.89,0.96,stable,True,stable,True,True
168,0.437823474407196,0.4073333740234375,0.3208212852478027,0.76,0.89,0.9299999999999999,stable,True,stable,True,False
169,0.4073333740234375,0.455198585987091,0.2227001190185547,0.83,0.79,0.98,stable,True,stable,True,False
170,0.4225046634674072,0.2877678275108337,0.2337063550949096,0.76,0.98,0.98,stable,True,olmo,False,True
171,0.4532618522644043,0.468790590763092,0.3486450910568237,0.71,0.78,0.91,stable,True,stable,True,True
172,0.377540647983551,0.437823474407196,0.2568320631980896,0.89,0.83,0.96,stable,True,stable,True,True
173,0.377540647983551,0.4493926167488098,0.1824255585670471,0.89,0.81,0.98,stable,True,stable,True,True
174,0.5,0.4416729807853699,0.2450850009918213,0.65,0.8200000000000001,0.97,stable,True,stable,True,True
175,0.3923367857933044,0.4416729807853699,0.2689414024353027,0.86,0.8200000000000001,0.96,stable,True,stable,True,False
176,0.5,0.4765796065330505,0.377540647983551,0.65,0.76,0.89,stable,True,stable,True,True
177,0.3923367857933044,0.3415824770927429,0.3486450910568237,0.86,0.95,0.91,olmo,False,olmo,False,True
178,0.4843800663948059,0.2393493056297302,0.0534033179283142,0.6799999999999999,0.99,0.99,stable,False,olmo,False,False
179,0.4073333740234375,0.4301473498344421,0.2018132209777832,0.83,0.84,0.98,stable,True,stable,True,True
180,0.377540647983551,0.4301473498344421,0.3486450910568237,0.89,0.84,0.91,stable,True,stable,True,True
181,0.3629692196846008,0.4610167741775512,0.2018132209777832,0.89,0.78,0.98,stable,True,stable,True,True
182,0.2450850009918213,0.3073580265045166,0.3923367857933044,0.99,0.98,0.87,llama,False,llama,False,False
